date,sector,above_50sma,above_200sma,new_52w_high,new_52w_low
2025-08-22,Communication Services,78.26086956521739,82.6086956521739,21.73913043478261,0.0
2025-08-22,Consumer Discretionary,87.5,85.41666666666666,12.5,0.0
2025-08-22,Consumer Staples,66.66666666666666,50.0,5.555555555555555,0.0
2025-08-22,Energy,63.63636363636363,59.09090909090909,0.0,0.0
2025-08-22,Financials,82.89473684210526,80.26315789473685,11.842105263157894,0.0
2025-08-22,Health Care,71.66666666666667,60.0,8.333333333333332,0.0
2025-08-22,Industrials,70.88607594936708,78.48101265822784,7.59493670886076,0.0
2025-08-22,Information Technology,61.42857142857143,68.11594202898551,2.898550724637681,0.0
2025-08-22,Materials,76.92307692307693,69.23076923076923,3.8461538461538463,0.0
2025-08-22,Real Estate,58.06451612903226,51.61290322580645,3.225806451612903,0.0
2025-08-22,Utilities,87.09677419354838,93.54838709677419,6.451612903225806,0.0
2025-08-29,Communication Services,65.21739130434783,82.6086956521739,8.695652173913043,0.0
2025-08-29,Consumer Discretionary,83.33333333333334,85.41666666666666,10.416666666666668,0.0
2025-08-29,Consumer Staples,44.44444444444444,41.66666666666667,0.0,0.0
2025-08-29,Energy,72.72727272727273,63.63636363636363,0.0,0.0
2025-08-29,Financials,75.0,75.0,11.842105263157894,0.0
2025-08-29,Health Care,66.66666666666666,53.333333333333336,3.3333333333333335,0.0
2025-08-29,Industrials,59.49367088607595,72.15189873417721,2.5316455696202533,0.0
2025-08-29,Information Technology,57.14285714285714,71.01449275362319,2.898550724637681,0.0
2025-08-29,Materials,65.38461538461539,69.23076923076923,3.8461538461538463,0.0
2025-08-29,Real Estate,67.74193548387096,48.38709677419355,0.0,0.0
2025-08-29,Utilities,70.96774193548387,87.09677419354838,0.0,0.0
2025-09-05,Communication Services,73.91304347826086,86.95652173913044,26.08695652173913,0.0
2025-09-05,Consumer Discretionary,81.25,87.5,12.5,4.166666666666666
2025-09-05,Consumer Staples,61.111111111111114,44.44444444444444,2.7777777777777777,2.7777777777777777
2025-09-05,Energy,45.45454545454545,45.45454545454545,0.0,4.545454545454546
2025-09-05,Financials,61.8421052631579,75.0,18.421052631578945,0.0
2025-09-05,Health Care,66.66666666666666,60.0,1.6666666666666667,0.0
2025-09-05,Industrials,53.16455696202531,65.82278481012658,5.063291139240507,0.0
2025-09-05,Information Technology,55.714285714285715,73.91304347826086,11.594202898550725,0.0
2025-09-05,Materials,50.0,61.53846153846154,3.8461538461538463,3.8461538461538463
2025-09-05,Real Estate,64.51612903225806,48.38709677419355,0.0,0.0
2025-09-05,Utilities,51.61290322580645,87.09677419354838,0.0,0.0
2025-09-12,Communication Services,65.21739130434783,82.6086956521739,17.391304347826086,0.0
2025-09-12,Consumer Discretionary,79.16666666666666,87.5,6.25,2.083333333333333
2025-09-12,Consumer Staples,38.88888888888889,38.88888888888889,0.0,5.555555555555555
2025-09-12,Energy,68.18181818181817,50.0,0.0,0.0
2025-09-12,Financials,72.36842105263158,76.31578947368422,5.263157894736842,0.0
2025-09-12,Health Care,56.666666666666664,48.333333333333336,5.0,0.0
2025-09-12,Industrials,60.75949367088608,68.35443037974683,5.063291139240507,0.0
2025-09-12,Information Technology,54.285714285714285,69.56521739130434,10.144927536231885,0.0
2025-09-12,Materials,57.692307692307686,65.38461538461539,7.6923076923076925,0.0
2025-09-12,Real Estate,67.74193548387096,54.83870967741935,3.225806451612903,0.0
2025-09-12,Utilities,64.51612903225806,87.09677419354838,0.0,0.0
2025-09-19,Communication Services,78.26086956521739,78.26086956521739,17.391304347826086,0.0
2025-09-19,Consumer Discretionary,70.83333333333334,81.25,6.25,0.0
2025-09-19,Consumer Staples,27.77777777777778,38.88888888888889,2.7777777777777777,11.11111111111111
2025-09-19,Energy,59.09090909090909,50.0,0.0,0.0
2025-09-19,Financials,65.78947368421053,69.73684210526315,18.421052631578945,5.263157894736842
2025-09-19,Health Care,55.00000000000001,46.666666666666664,5.0,0.0
2025-09-19,Industrials,60.75949367088608,67.08860759493672,5.063291139240507,2.5316455696202533
2025-09-19,Information Technology,70.0,73.91304347826086,7.246376811594203,1.4492753623188406
2025-09-19,Materials,42.30769230769231,53.84615384615385,3.8461538461538463,0.0
2025-09-19,Real Estate,45.16129032258064,51.61290322580645,0.0,0.0
2025-09-19,Utilities,48.38709677419355,80.64516129032258,3.225806451612903,0.0
2025-09-26,Communication Services,65.21739130434783,78.26086956521739,8.695652173913043,0.0
2025-09-26,Consumer Discretionary,60.416666666666664,81.25,6.25,0.0
2025-09-26,Consumer Staples,27.77777777777778,33.33333333333333,0.0,5.555555555555555
2025-09-26,Energy,86.36363636363636,72.72727272727273,22.727272727272727,0.0
2025-09-26,Financials,61.8421052631579,68.42105263157895,6.578947368421052,0.0
2025-09-26,Health Care,40.0,40.0,5.0,0.0
2025-09-26,Industrials,54.43037974683544,69.62025316455697,6.329113924050633,1.2658227848101267
2025-09-26,Information Technology,61.42857142857143,72.46376811594203,5.797101449275362,0.0
2025-09-26,Materials,42.30769230769231,53.84615384615385,0.0,0.0
2025-09-26,Real Estate,61.29032258064516,54.83870967741935,6.451612903225806,0.0
2025-09-26,Utilities,80.64516129032258,87.09677419354838,19.35483870967742,0.0
2025-10-03,Communication Services,52.17391304347826,78.26086956521739,0.0,0.0
2025-10-03,Consumer Discretionary,56.25,81.25,12.5,0.0
2025-10-03,Consumer Staples,33.33333333333333,36.11111111111111,5.555555555555555,2.7777777777777777
2025-10-03,Energy,63.63636363636363,68.18181818181817,0.0,0.0
2025-10-03,Financials,60.526315789473685,71.05263157894737,11.842105263157894,1.3157894736842104
2025-10-03,Health Care,76.66666666666667,63.33333333333333,6.666666666666667,0.0
2025-10-03,Industrials,60.75949367088608,68.35443037974683,10.126582278481013,0.0
2025-10-03,Information Technology,64.28571428571429,71.01449275362319,14.492753623188406,0.0
2025-10-03,Materials,46.15384615384615,50.0,3.8461538461538463,0.0
2025-10-03,Real Estate,58.06451612903226,58.06451612903226,0.0,0.0
2025-10-03,Utilities,90.32258064516128,90.32258064516128,19.35483870967742,0.0
2025-10-10,Communication Services,34.78260869565217,52.17391304347826,0.0,4.3478260869565215
2025-10-10,Consumer Discretionary,16.666666666666664,62.5,0.0,0.0
2025-10-10,Consumer Staples,22.22222222222222,36.11111111111111,2.7777777777777777,8.333333333333332
2025-10-10,Energy,22.727272727272727,40.909090909090914,0.0,4.545454545454546
2025-10-10,Financials,35.526315789473685,65.78947368421053,2.631578947368421,1.3157894736842104
2025-10-10,Health Care,58.333333333333336,55.00000000000001,1.6666666666666667,1.6666666666666667
2025-10-10,Industrials,29.11392405063291,55.69620253164557,3.79746835443038,1.2658227848101267
2025-10-10,Information Technology,51.42857142857142,62.31884057971014,11.594202898550725,1.4492753623188406
2025-10-10,Materials,26.923076923076923,46.15384615384615,0.0,7.6923076923076925
2025-10-10,Real Estate,19.35483870967742,38.70967741935484,0.0,12.903225806451612
2025-10-10,Utilities,90.32258064516128,90.32258064516128,22.58064516129032,0.0
2025-10-17,Communication Services,30.434782608695656,60.86956521739131,0.0,4.3478260869565215
2025-10-17,Consumer Discretionary,31.25,72.91666666666666,0.0,0.0
2025-10-17,Consumer Staples,33.33333333333333,41.66666666666667,8.333333333333332,0.0
2025-10-17,Energy,36.36363636363637,45.45454545454545,0.0,9.090909090909092
2025-10-17,Financials,19.736842105263158,56.57894736842105,1.3157894736842104,1.3157894736842104
2025-10-17,Health Care,65.0,56.666666666666664,5.0,0.0
2025-10-17,Industrials,44.303797468354425,62.0253164556962,1.2658227848101267,0.0
2025-10-17,Information Technology,60.0,71.01449275362319,0.0,0.0
2025-10-17,Materials,30.76923076923077,42.30769230769231,0.0,0.0
2025-10-17,Real Estate,48.38709677419355,54.83870967741935,3.225806451612903,3.225806451612903
2025-10-17,Utilities,100.0,100.0,3.225806451612903,0.0
2025-10-24,Communication Services,30.434782608695656,60.86956521739131,13.043478260869565,0.0
2025-10-24,Consumer Discretionary,37.5,75.0,8.333333333333332,2.083333333333333
2025-10-24,Consumer Staples,25.0,36.11111111111111,0.0,5.555555555555555
2025-10-24,Energy,54.54545454545454,45.45454545454545,0.0,0.0
2025-10-24,Financials,35.526315789473685,63.1578947368421,1.3157894736842104,0.0
2025-10-24,Health Care,70.0,66.66666666666666,6.666666666666667,0.0
2025-10-24,Industrials,55.69620253164557,67.08860759493672,13.924050632911392,0.0
2025-10-24,Information Technology,70.0,73.91304347826086,15.942028985507244,0.0
2025-10-24,Materials,42.30769230769231,50.0,0.0,0.0
2025-10-24,Real Estate,54.83870967741935,58.06451612903226,0.0,0.0
2025-10-24,Utilities,100.0,96.7741935483871,6.451612903225806,0.0
2025-10-31,Communication Services,30.434782608695656,47.82608695652174,4.3478260869565215,4.3478260869565215
2025-10-31,Consumer Discretionary,20.833333333333336,60.416666666666664,2.083333333333333,4.166666666666666
2025-10-31,Consumer Staples,22.22222222222222,27.77777777777778,0.0,16.666666666666664
2025-10-31,Energy,54.54545454545454,45.45454545454545,0.0,4.545454545454546
2025-10-31,Financials,27.631578947368425,56.57894736842105,1.3157894736842104,9.210526315789473
2025-10-31,Health Care,56.666666666666664,60.0,5.0,6.666666666666667
2025-10-31,Industrials,51.89873417721519,60.75949367088608,2.5316455696202533,3.79746835443038
2025-10-31,Information Technology,61.42857142857143,66.66666666666666,13.043478260869565,1.4492753623188406
2025-10-31,Materials,26.923076923076923,38.46153846153847,0.0,15.384615384615385
2025-10-31,Real Estate,16.129032258064516,38.70967741935484,0.0,6.451612903225806
2025-10-31,Utilities,64.51612903225806,87.09677419354838,0.0,0.0
2025-11-07,Communication Services,26.08695652173913,47.82608695652174,4.3478260869565215,8.695652173913043
2025-11-07,Consumer Discretionary,35.41666666666667,56.25,6.25,2.083333333333333
2025-11-07,Consumer Staples,22.22222222222222,30.555555555555557,2.7777777777777777,5.555555555555555
2025-11-07,Energy,63.63636363636363,72.72727272727273,0.0,0.0
2025-11-07,Financials,42.10526315789473,63.1578947368421,3.9473684210526314,1.3157894736842104
2025-11-07,Health Care,60.0,60.0,8.333333333333332,6.666666666666667
2025-11-07,Industrials,48.10126582278481,58.22784810126582,0.0,1.2658227848101267
2025-11-07,Information Technology,50.0,57.971014492753625,0.0,1.4492753623188406
2025-11-07,Materials,26.923076923076923,38.46153846153847,0.0,7.6923076923076925
2025-11-07,Real Estate,25.806451612903224,35.483870967741936,6.451612903225806,0.0
2025-11-07,Utilities,74.19354838709677,90.32258064516128,0.0,0.0
2025-11-14,Communication Services,26.08695652173913,39.130434782608695,4.3478260869565215,8.695652173913043
2025-11-14,Consumer Discretionary,29.166666666666668,62.5,0.0,0.0
2025-11-14,Consumer Staples,38.88888888888889,33.33333333333333,0.0,2.7777777777777777
2025-11-14,Energy,90.9090909090909,77.27272727272727,13.636363636363635,0.0
2025-11-14,Financials,38.15789473684211,64.47368421052632,5.263157894736842,0.0
2025-11-14,Health Care,71.66666666666667,66.66666666666666,8.333333333333332,1.6666666666666667
2025-11-14,Industrials,37.9746835443038,60.75949367088608,0.0,1.2658227848101267
2025-11-14,Information Technology,38.57142857142858,59.42028985507246,0.0,1.4492753623188406
2025-11-14,Materials,34.61538461538461,38.46153846153847,0.0,3.8461538461538463
2025-11-14,Real Estate,19.35483870967742,29.03225806451613,6.451612903225806,6.451612903225806
2025-11-14,Utilities,70.96774193548387,93.54838709677419,0.0,0.0
2025-11-21,Communication Services,30.434782608695656,39.130434782608695,0.0,4.3478260869565215
2025-11-21,Consumer Discretionary,27.083333333333332,60.416666666666664,6.25,0.0
2025-11-21,Consumer Staples,50.0,33.33333333333333,0.0,0.0
2025-11-21,Energy,72.72727272727273,77.27272727272727,0.0,0.0
2025-11-21,Financials,35.526315789473685,59.210526315789465,6.578947368421052,1.3157894736842104
2025-11-21,Health Care,71.66666666666667,66.66666666666666,15.0,1.6666666666666667
2025-11-21,Industrials,40.50632911392405,60.75949367088608,2.5316455696202533,1.2658227848101267
2025-11-21,Information Technology,22.857142857142858,55.072463768115945,0.0,4.3478260869565215
2025-11-21,Materials,34.61538461538461,34.61538461538461,0.0,0.0
2025-11-21,Real Estate,35.483870967741936,35.483870967741936,0.0,0.0
2025-11-21,Utilities,54.83870967741935,77.41935483870968,0.0,0.0
2025-11-28,Communication Services,43.47826086956522,43.47826086956522,4.3478260869565215,0.0
2025-11-28,Consumer Discretionary,56.25,68.75,8.333333333333332,0.0
2025-11-28,Consumer Staples,66.66666666666666,36.11111111111111,2.7777777777777777,0.0
2025-11-28,Energy,77.27272727272727,77.27272727272727,4.545454545454546,0.0
2025-11-28,Financials,64.47368421052632,65.78947368421053,1.3157894736842104,0.0
2025-11-28,Health Care,81.66666666666667,71.66666666666667,1.6666666666666667,0.0
2025-11-28,Industrials,51.89873417721519,65.82278481012658,5.063291139240507,0.0
2025-11-28,Information Technology,38.57142857142858,60.0,2.898550724637681,0.0
2025-11-28,Materials,76.92307692307693,46.15384615384615,11.538461538461538,0.0
2025-11-28,Real Estate,51.61290322580645,35.483870967741936,9.67741935483871,0.0
2025-11-28,Utilities,80.64516129032258,93.54838709677419,6.451612903225806,0.0
2025-12-05,Communication Services,39.130434782608695,43.47826086956522,17.391304347826086,0.0
2025-12-05,Consumer Discretionary,62.5,66.66666666666666,4.166666666666666,0.0
2025-12-05,Consumer Staples,41.66666666666667,36.11111111111111,11.11111111111111,2.7777777777777777
2025-12-05,Energy,81.81818181818183,81.81818181818183,22.727272727272727,0.0
2025-12-05,Financials,65.78947368421053,69.73684210526315,18.421052631578945,1.3157894736842104
2025-12-05,Health Care,68.33333333333333,76.66666666666667,1.6666666666666667,0.0
2025-12-05,Industrials,58.22784810126582,70.88607594936708,5.063291139240507,0.0
2025-12-05,Information Technology,61.42857142857143,71.42857142857143,5.797101449275362,0.0
2025-12-05,Materials,65.38461538461539,42.30769230769231,0.0,3.8461538461538463
2025-12-05,Real Estate,25.806451612903224,32.25806451612903,0.0,6.451612903225806
2025-12-05,Utilities,6.451612903225806,58.06451612903226,0.0,0.0
2025-12-12,Communication Services,52.17391304347826,52.17391304347826,4.3478260869565215,8.695652173913043
2025-12-12,Consumer Discretionary,72.91666666666666,72.91666666666666,12.5,0.0
2025-12-12,Consumer Staples,61.111111111111114,38.88888888888889,5.555555555555555,2.7777777777777777
2025-12-12,Energy,59.09090909090909,77.27272727272727,0.0,4.545454545454546
2025-12-12,Financials,81.57894736842105,76.31578947368422,14.473684210526317,0.0
2025-12-12,Health Care,66.66666666666666,76.66666666666667,1.6666666666666667,0.0
2025-12-12,Industrials,64.55696202531645,69.62025316455697,12.658227848101266,0.0
2025-12-12,Information Technology,52.85714285714286,65.71428571428571,1.4492753623188406,1.4492753623188406
2025-12-12,Materials,57.692307692307686,46.15384615384615,23.076923076923077,0.0
2025-12-12,Real Estate,38.70967741935484,29.03225806451613,6.451612903225806,0.0
2025-12-12,Utilities,3.225806451612903,54.83870967741935,0.0,0.0
2025-12-19,Communication Services,56.52173913043478,47.82608695652174,0.0,0.0
2025-12-19,Consumer Discretionary,66.66666666666666,68.75,2.083333333333333,0.0
2025-12-19,Consumer Staples,55.55555555555556,33.33333333333333,5.555555555555555,2.7777777777777777
2025-12-19,Energy,45.45454545454545,72.72727272727273,0.0,0.0
2025-12-19,Financials,80.26315789473685,75.0,5.263157894736842,0.0
2025-12-19,Health Care,63.33333333333333,70.0,1.6666666666666667,0.0
2025-12-19,Industrials,63.29113924050633,65.82278481012658,6.329113924050633,0.0
2025-12-19,Information Technology,54.285714285714285,62.857142857142854,2.898550724637681,0.0
2025-12-19,Materials,65.38461538461539,50.0,15.384615384615385,0.0
2025-12-19,Real Estate,35.483870967741936,25.806451612903224,0.0,0.0
2025-12-19,Utilities,3.225806451612903,61.29032258064516,0.0,0.0
2025-12-26,Communication Services,69.56521739130434,52.17391304347826,4.3478260869565215,0.0
2025-12-26,Consumer Discretionary,68.75,66.66666666666666,2.083333333333333,0.0
2025-12-26,Consumer Staples,47.22222222222222,33.33333333333333,0.0,0.0
2025-12-26,Energy,45.45454545454545,72.72727272727273,0.0,0.0
2025-12-26,Financials,88.1578947368421,78.94736842105263,11.842105263157894,0.0
2025-12-26,Health Care,68.33333333333333,70.0,1.6666666666666667,0.0
2025-12-26,Industrials,68.35443037974683,68.35443037974683,3.79746835443038,0.0
2025-12-26,Information Technology,60.0,64.28571428571429,4.3478260869565215,0.0
2025-12-26,Materials,80.76923076923077,53.84615384615385,15.384615384615385,0.0
2025-12-26,Real Estate,45.16129032258064,32.25806451612903,0.0,0.0
2025-12-26,Utilities,9.67741935483871,64.51612903225806,0.0,0.0
2026-01-02,Communication Services,65.21739130434783,43.47826086956522,4.3478260869565215,0.0
2026-01-02,Consumer Discretionary,58.333333333333336,62.5,2.083333333333333,2.083333333333333
2026-01-02,Consumer Staples,44.44444444444444,33.33333333333333,0.0,2.7777777777777777
2026-01-02,Energy,68.18181818181817,72.72727272727273,9.090909090909092,0.0
2026-01-02,Financials,78.94736842105263,76.31578947368422,0.0,0.0
2026-01-02,Health Care,65.0,71.66666666666667,0.0,0.0
2026-01-02,Industrials,65.82278481012658,67.08860759493672,1.2658227848101267,2.5316455696202533
2026-01-02,Information Technology,45.714285714285715,55.714285714285715,7.246376811594203,7.246376811594203
2026-01-02,Materials,84.61538461538461,53.84615384615385,3.8461538461538463,0.0
2026-01-02,Real Estate,48.38709677419355,29.03225806451613,0.0,0.0
2026-01-02,Utilities,22.58064516129032,67.74193548387096,0.0,0.0
2026-01-09,Communication Services,69.56521739130434,43.47826086956522,13.043478260869565,0.0
2026-01-09,Consumer Discretionary,81.25,79.16666666666666,16.666666666666664,0.0
2026-01-09,Consumer Staples,69.44444444444444,36.11111111111111,5.555555555555555,0.0
2026-01-09,Energy,72.72727272727273,77.27272727272727,9.090909090909092,0.0
2026-01-09,Financials,86.8421052631579,77.63157894736842,6.578947368421052,0.0
2026-01-09,Health Care,75.0,76.66666666666667,8.333333333333332,1.6666666666666667
2026-01-09,Industrials,82.27848101265823,77.21518987341773,17.72151898734177,0.0
2026-01-09,Information Technology,53.52112676056338,62.857142857142854,7.246376811594203,1.4492753623188406
2026-01-09,Materials,100.0,73.07692307692307,15.384615384615385,0.0
2026-01-09,Real Estate,64.51612903225806,45.16129032258064,3.225806451612903,6.451612903225806
2026-01-09,Utilities,16.129032258064516,58.06451612903226,0.0,0.0
2026-01-16,Communication Services,56.52173913043478,43.47826086956522,0.0,13.043478260869565
2026-01-16,Consumer Discretionary,75.0,70.83333333333334,4.166666666666666,0.0
2026-01-16,Consumer Staples,72.22222222222221,50.0,2.7777777777777777,0.0
2026-01-16,Energy,77.27272727272727,77.27272727272727,4.545454545454546,0.0
2026-01-16,Financials,63.1578947368421,69.73684210526315,13.157894736842104,0.0
2026-01-16,Health Care,66.66666666666666,80.0,3.3333333333333335,0.0
2026-01-16,Industrials,91.13924050632912,79.74683544303798,18.9873417721519,1.2658227848101267
2026-01-16,Information Technology,49.29577464788733,55.714285714285715,5.797101449275362,8.695652173913043
2026-01-16,Materials,96.15384615384616,80.76923076923077,0.0,0.0
2026-01-16,Real Estate,90.32258064516128,58.06451612903226,9.67741935483871,0.0
2026-01-16,Utilities,74.19354838709677,83.87096774193549,6.451612903225806,0.0
2026-01-23,Communication Services,65.21739130434783,47.82608695652174,0.0,0.0
2026-01-23,Consumer Discretionary,75.0,68.75,2.083333333333333,0.0
2026-01-23,Consumer Staples,80.55555555555556,55.55555555555556,11.11111111111111,2.7777777777777777
2026-01-23,Energy,86.36363636363636,95.45454545454545,36.36363636363637,0.0
2026-01-23,Financials,48.68421052631579,68.42105263157895,1.3157894736842104,0.0
2026-01-23,Health Care,65.0,78.33333333333333,1.6666666666666667,0.0
2026-01-23,Industrials,82.27848101265823,78.48101265822784,7.59493670886076,2.5316455696202533
2026-01-23,Information Technology,49.29577464788733,54.285714285714285,2.898550724637681,1.4492753623188406
2026-01-23,Materials,100.0,88.46153846153845,7.6923076923076925,0.0
2026-01-23,Real Estate,70.96774193548387,54.83870967741935,0.0,0.0
2026-01-23,Utilities,51.61290322580645,67.74193548387096,0.0,0.0
2026-01-30,Communication Services,73.91304347826086,52.17391304347826,4.3478260869565215,4.3478260869565215
2026-01-30,Consumer Discretionary,60.416666666666664,70.83333333333334,0.0,0.0
2026-01-30,Consumer Staples,75.0,50.0,5.555555555555555,0.0
2026-01-30,Energy,95.45454545454545,100.0,4.545454545454546,0.0
2026-01-30,Financials,59.210526315789465,65.78947368421053,3.9473684210526314,3.9473684210526314
2026-01-30,Health Care,56.666666666666664,75.0,1.6666666666666667,0.0
2026-01-30,Industrials,75.9493670886076,75.9493670886076,7.59493670886076,2.5316455696202533
2026-01-30,Information Technology,46.478873239436616,48.57142857142857,7.246376811594203,2.898550724637681
2026-01-30,Materials,96.15384615384616,84.61538461538461,0.0,0.0
2026-01-30,Real Estate,67.74193548387096,48.38709677419355,3.225806451612903,0.0
2026-01-30,Utilities,77.41935483870968,80.64516129032258,0.0,0.0
2026-02-06,Communication Services,34.78260869565217,43.47826086956522,0.0,8.695652173913043
2026-02-06,Consumer Discretionary,66.66666666666666,70.83333333333334,10.416666666666668,0.0
2026-02-06,Consumer Staples,94.44444444444444,72.22222222222221,19.444444444444446,0.0
2026-02-06,Energy,95.45454545454545,100.0,45.45454545454545,0.0
2026-02-06,Financials,57.89473684210527,57.89473684210527,22.36842105263158,0.0
2026-02-06,Health Care,56.666666666666664,71.66666666666667,16.666666666666664,1.6666666666666667
2026-02-06,Industrials,86.07594936708861,79.74683544303798,30.37974683544304,5.063291139240507
2026-02-06,Information Technology,43.66197183098591,50.0,10.144927536231885,4.3478260869565215
2026-02-06,Materials,100.0,92.3076923076923,26.923076923076923,0.0
2026-02-06,Real Estate,67.74193548387096,58.06451612903226,19.35483870967742,9.67741935483871
2026-02-06,Utilities,80.64516129032258,80.64516129032258,19.35483870967742,0.0
2026-02-13,Communication Services,30.434782608695656,39.130434782608695,0.0,8.695652173913043
2026-02-13,Consumer Discretionary,60.416666666666664,62.5,8.333333333333332,4.166666666666666
2026-02-13,Consumer Staples,88.88888888888889,80.55555555555556,8.333333333333332,0.0
2026-02-13,Energy,95.45454545454545,95.45454545454545,18.181818181818183,0.0
2026-02-13,Financials,32.89473684210527,52.63157894736842,0.0,0.0
2026-02-13,Health Care,55.00000000000001,71.66666666666667,3.3333333333333335,0.0
2026-02-13,Industrials,73.41772151898735,75.9493670886076,2.5316455696202533,0.0
2026-02-13,Information Technology,40.845070422535215,45.714285714285715,2.857142857142857,2.857142857142857
2026-02-13,Materials,100.0,96.15384615384616,3.8461538461538463,0.0
2026-02-13,Real Estate,83.87096774193549,58.06451612903226,0.0,0.0
2026-02-13,Utilities,96.7741935483871,90.32258064516128,64.51612903225806,0.0
2026-02-20,Communication Services,43.47826086956522,43.47826086956522,0.0,0.0
2026-02-20,Consumer Discretionary,60.416666666666664,62.5,6.25,2.083333333333333
2026-02-20,Consumer Staples,94.44444444444444,77.77777777777779,5.555555555555555,0.0
2026-02-20,Energy,100.0,100.0,13.636363636363635,0.0
2026-02-20,Financials,43.42105263157895,56.57894736842105,2.631578947368421,0.0
2026-02-20,Health Care,56.666666666666664,71.66666666666667,3.3333333333333335,0.0
2026-02-20,Industrials,75.9493670886076,77.21518987341773,15.18987341772152,2.5316455696202533
2026-02-20,Information Technology,43.66197183098591,44.285714285714285,10.0,2.857142857142857
2026-02-20,Materials,96.15384615384616,96.15384615384616,3.8461538461538463,0.0
2026-02-20,Real Estate,74.19354838709677,48.38709677419355,0.0,3.225806451612903
2026-02-20,Utilities,96.7741935483871,90.32258064516128,12.903225806451612,0.0
