date,sector,above_50sma,above_200sma,new_52w_high,new_52w_low
2025-01-03,Real Estate,6.451612903225806,58.06451612903226,0.0,0.0
2025-01-03,Utilities,22.58064516129032,77.41935483870968,0.0,0.0
2025-01-10,Communication Services,26.08695652173913,73.91304347826086,0.0,4.3478260869565215
2025-01-10,Consumer Discretionary,29.166666666666668,64.58333333333334,0.0,6.25
2025-01-10,Consumer Staples,11.11111111111111,19.444444444444446,0.0,25.0
2025-01-10,Energy,54.54545454545454,50.0,18.181818181818183,0.0
2025-01-10,Financials,10.526315789473683,80.26315789473685,0.0,0.0
2025-01-10,Health Care,26.666666666666668,36.666666666666664,0.0,1.694915254237288
2025-01-10,Industrials,8.860759493670885,53.84615384615385,2.564102564102564,2.564102564102564
2025-01-10,Information Technology,24.637681159420293,57.971014492753625,0.0,7.246376811594203
2025-01-10,Materials,3.8461538461538463,26.923076923076923,0.0,7.6923076923076925
2025-01-10,Real Estate,0.0,35.483870967741936,0.0,9.67741935483871
2025-01-10,Utilities,16.129032258064516,61.29032258064516,6.451612903225806,3.225806451612903
2025-01-17,Communication Services,39.130434782608695,73.91304347826086,0.0,0.0
2025-01-17,Consumer Discretionary,41.66666666666667,60.416666666666664,4.166666666666666,0.0
2025-01-17,Consumer Staples,11.11111111111111,22.22222222222222,0.0,0.0
2025-01-17,Energy,90.9090909090909,50.0,27.27272727272727,0.0
2025-01-17,Financials,51.31578947368421,90.78947368421053,10.526315789473683,0.0
2025-01-17,Health Care,50.0,41.66666666666667,5.084745762711865,0.0
2025-01-17,Industrials,37.9746835443038,77.21518987341773,2.564102564102564,0.0
2025-01-17,Information Technology,52.17391304347826,65.21739130434783,5.797101449275362,0.0
2025-01-17,Materials,30.76923076923077,34.61538461538461,0.0,0.0
2025-01-17,Real Estate,6.451612903225806,54.83870967741935,0.0,0.0
2025-01-17,Utilities,54.83870967741935,74.19354838709677,3.225806451612903,0.0
2025-01-24,Communication Services,60.86956521739131,82.6086956521739,8.695652173913043,4.3478260869565215
2025-01-24,Consumer Discretionary,50.0,64.58333333333334,12.5,0.0
2025-01-24,Consumer Staples,13.88888888888889,25.0,0.0,2.7777777777777777
2025-01-24,Energy,72.72727272727273,50.0,0.0,0.0
2025-01-24,Financials,59.210526315789465,89.47368421052632,11.842105263157894,0.0
2025-01-24,Health Care,71.66666666666667,46.666666666666664,5.084745762711865,0.0
2025-01-24,Industrials,55.69620253164557,75.9493670886076,3.8461538461538463,0.0
2025-01-24,Information Technology,69.56521739130434,68.11594202898551,8.695652173913043,0.0
2025-01-24,Materials,50.0,42.30769230769231,3.8461538461538463,0.0
2025-01-24,Real Estate,19.35483870967742,48.38709677419355,0.0,0.0
2025-01-24,Utilities,38.70967741935484,74.19354838709677,0.0,0.0
2025-01-31,Communication Services,65.21739130434783,78.26086956521739,21.73913043478261,0.0
2025-01-31,Consumer Discretionary,54.166666666666664,62.5,10.416666666666668,0.0
2025-01-31,Consumer Staples,27.77777777777778,25.0,2.7777777777777777,2.7777777777777777
2025-01-31,Energy,27.27272727272727,45.45454545454545,4.545454545454546,0.0
2025-01-31,Financials,67.10526315789474,94.73684210526315,10.526315789473683,0.0
2025-01-31,Health Care,76.66666666666667,51.66666666666667,3.389830508474576,0.0
2025-01-31,Industrials,46.835443037974684,72.15189873417721,2.564102564102564,0.0
2025-01-31,Information Technology,55.072463768115945,62.31884057971014,8.695652173913043,1.4492753623188406
2025-01-31,Materials,42.30769230769231,46.15384615384615,3.8461538461538463,0.0
2025-01-31,Real Estate,22.58064516129032,61.29032258064516,3.225806451612903,0.0
2025-01-31,Utilities,51.61290322580645,74.19354838709677,0.0,6.451612903225806
2025-02-07,Communication Services,52.17391304347826,78.26086956521739,26.08695652173913,0.0
2025-02-07,Consumer Discretionary,52.083333333333336,56.25,14.583333333333334,8.333333333333332
2025-02-07,Consumer Staples,22.22222222222222,22.22222222222222,2.7777777777777777,5.555555555555555
2025-02-07,Energy,36.36363636363637,50.0,0.0,4.545454545454546
2025-02-07,Financials,65.78947368421053,90.78947368421053,15.789473684210526,1.3157894736842104
2025-02-07,Health Care,58.333333333333336,50.0,1.694915254237288,6.779661016949152
2025-02-07,Industrials,40.50632911392405,60.75949367088608,5.128205128205128,0.0
2025-02-07,Information Technology,56.52173913043478,60.86956521739131,10.144927536231885,1.4492753623188406
2025-02-07,Materials,53.84615384615385,46.15384615384615,0.0,7.6923076923076925
2025-02-07,Real Estate,54.83870967741935,64.51612903225806,3.225806451612903,0.0
2025-02-07,Utilities,70.96774193548387,80.64516129032258,9.67741935483871,3.225806451612903
2025-02-14,Communication Services,65.21739130434783,82.6086956521739,30.434782608695656,0.0
2025-02-14,Consumer Discretionary,60.416666666666664,66.66666666666666,8.333333333333332,0.0
2025-02-14,Consumer Staples,30.555555555555557,27.77777777777778,5.555555555555555,0.0
2025-02-14,Energy,68.18181818181817,50.0,0.0,0.0
2025-02-14,Financials,59.210526315789465,85.52631578947368,10.526315789473683,0.0
2025-02-14,Health Care,48.333333333333336,43.333333333333336,5.084745762711865,5.084745762711865
2025-02-14,Industrials,45.56962025316456,65.82278481012658,6.41025641025641,3.8461538461538463
2025-02-14,Information Technology,63.76811594202898,62.31884057971014,5.797101449275362,0.0
2025-02-14,Materials,69.23076923076923,53.84615384615385,7.6923076923076925,0.0
2025-02-14,Real Estate,51.61290322580645,48.38709677419355,3.225806451612903,0.0
2025-02-14,Utilities,80.64516129032258,77.41935483870968,19.35483870967742,0.0
2025-02-21,Communication Services,65.21739130434783,78.26086956521739,17.391304347826086,4.3478260869565215
2025-02-21,Consumer Discretionary,50.0,64.58333333333334,4.166666666666666,0.0
2025-02-21,Consumer Staples,63.888888888888886,44.44444444444444,2.7777777777777777,0.0
2025-02-21,Energy,77.27272727272727,50.0,0.0,0.0
2025-02-21,Financials,47.368421052631575,84.21052631578947,0.0,0.0
2025-02-21,Health Care,50.0,43.333333333333336,5.084745762711865,1.694915254237288
2025-02-21,Industrials,39.24050632911392,55.69620253164557,0.0,2.564102564102564
2025-02-21,Information Technology,50.72463768115942,60.86956521739131,1.4492753623188406,2.898550724637681
2025-02-21,Materials,46.15384615384615,38.46153846153847,0.0,0.0
2025-02-21,Real Estate,64.51612903225806,54.83870967741935,0.0,0.0
2025-02-21,Utilities,83.87096774193549,83.87096774193549,25.806451612903224,0.0
2025-02-28,Communication Services,65.21739130434783,69.56521739130434,4.3478260869565215,4.3478260869565215
2025-02-28,Consumer Discretionary,56.25,68.75,8.333333333333332,0.0
2025-02-28,Consumer Staples,69.44444444444444,44.44444444444444,0.0,2.7777777777777777
2025-02-28,Energy,50.0,54.54545454545454,0.0,4.545454545454546
2025-02-28,Financials,65.78947368421053,86.8421052631579,14.473684210526317,0.0
2025-02-28,Health Care,51.66666666666667,45.0,6.779661016949152,1.694915254237288
2025-02-28,Industrials,40.50632911392405,54.43037974683544,6.41025641025641,0.0
2025-02-28,Information Technology,31.88405797101449,50.72463768115942,0.0,7.246376811594203
2025-02-28,Materials,53.84615384615385,46.15384615384615,3.8461538461538463,7.6923076923076925
2025-02-28,Real Estate,77.41935483870968,67.74193548387096,12.903225806451612,0.0
2025-02-28,Utilities,77.41935483870968,77.41935483870968,25.806451612903224,0.0
2025-03-07,Communication Services,52.17391304347826,69.56521739130434,4.3478260869565215,4.3478260869565215
2025-03-07,Consumer Discretionary,35.41666666666667,56.25,6.25,4.166666666666666
2025-03-07,Consumer Staples,80.55555555555556,58.333333333333336,5.555555555555555,2.7777777777777777
2025-03-07,Energy,22.727272727272727,40.909090909090914,0.0,0.0
2025-03-07,Financials,38.15789473684211,67.10526315789474,1.3157894736842104,1.3157894736842104
2025-03-07,Health Care,55.00000000000001,51.66666666666667,3.389830508474576,1.694915254237288
2025-03-07,Industrials,48.10126582278481,49.36708860759494,0.0,0.0
2025-03-07,Information Technology,23.18840579710145,39.130434782608695,0.0,4.3478260869565215
2025-03-07,Materials,38.46153846153847,30.76923076923077,0.0,7.6923076923076925
2025-03-07,Real Estate,67.74193548387096,70.96774193548387,0.0,0.0
2025-03-07,Utilities,70.96774193548387,67.74193548387096,0.0,0.0
2025-03-14,Communication Services,26.08695652173913,60.86956521739131,0.0,4.3478260869565215
2025-03-14,Consumer Discretionary,14.583333333333334,31.25,0.0,2.083333333333333
2025-03-14,Consumer Staples,58.333333333333336,38.88888888888889,0.0,2.7777777777777777
2025-03-14,Energy,40.909090909090914,45.45454545454545,0.0,0.0
2025-03-14,Financials,34.21052631578947,55.26315789473685,0.0,0.0
2025-03-14,Health Care,36.666666666666664,38.333333333333336,0.0,1.694915254237288
2025-03-14,Industrials,26.582278481012654,34.177215189873415,0.0,1.282051282051282
2025-03-14,Information Technology,8.695652173913043,27.536231884057973,0.0,0.0
2025-03-14,Materials,19.230769230769234,26.923076923076923,0.0,0.0
2025-03-14,Real Estate,51.61290322580645,45.16129032258064,0.0,0.0
2025-03-14,Utilities,80.64516129032258,74.19354838709677,6.451612903225806,0.0
2025-03-21,Communication Services,52.17391304347826,65.21739130434783,0.0,0.0
2025-03-21,Consumer Discretionary,20.833333333333336,41.66666666666667,0.0,8.333333333333332
2025-03-21,Consumer Staples,55.55555555555556,33.33333333333333,0.0,2.7777777777777777
2025-03-21,Energy,59.09090909090909,50.0,0.0,0.0
2025-03-21,Financials,31.57894736842105,61.8421052631579,3.9473684210526314,0.0
2025-03-21,Health Care,38.333333333333336,33.33333333333333,5.084745762711865,0.0
2025-03-21,Industrials,24.050632911392405,35.44303797468354,0.0,3.8461538461538463
2025-03-21,Information Technology,11.594202898550725,28.985507246376812,1.4492753623188406,2.898550724637681
2025-03-21,Materials,15.384615384615385,26.923076923076923,0.0,11.538461538461538
2025-03-21,Real Estate,41.935483870967744,45.16129032258064,0.0,3.225806451612903
2025-03-21,Utilities,80.64516129032258,77.41935483870968,9.67741935483871,0.0
2025-03-28,Communication Services,43.47826086956522,60.86956521739131,4.3478260869565215,0.0
2025-03-28,Consumer Discretionary,14.583333333333334,35.41666666666667,0.0,4.166666666666666
2025-03-28,Consumer Staples,77.77777777777779,47.22222222222222,0.0,0.0
2025-03-28,Energy,54.54545454545454,54.54545454545454,4.545454545454546,0.0
2025-03-28,Financials,32.89473684210527,59.210526315789465,6.578947368421052,0.0
2025-03-28,Health Care,35.0,36.666666666666664,5.0,6.666666666666667
2025-03-28,Industrials,24.050632911392405,36.708860759493675,0.0,1.2658227848101267
2025-03-28,Information Technology,7.246376811594203,20.28985507246377,0.0,13.043478260869565
2025-03-28,Materials,15.384615384615385,23.076923076923077,0.0,11.538461538461538
2025-03-28,Real Estate,51.61290322580645,51.61290322580645,0.0,3.225806451612903
2025-03-28,Utilities,83.87096774193549,70.96774193548387,12.903225806451612,0.0
2025-04-04,Communication Services,13.043478260869565,43.47826086956522,0.0,21.73913043478261
2025-04-04,Consumer Discretionary,6.25,20.833333333333336,2.083333333333333,31.25
2025-04-04,Consumer Staples,44.44444444444444,41.66666666666667,2.7777777777777777,8.333333333333332
2025-04-04,Energy,0.0,18.181818181818183,0.0,50.0
2025-04-04,Financials,5.263157894736842,26.31578947368421,2.631578947368421,11.842105263157894
2025-04-04,Health Care,20.0,23.333333333333332,3.3333333333333335,33.33333333333333
2025-04-04,Industrials,3.79746835443038,17.72151898734177,0.0,36.708860759493675
2025-04-04,Information Technology,1.4492753623188406,5.797101449275362,0.0,44.927536231884055
2025-04-04,Materials,0.0,0.0,0.0,38.46153846153847
2025-04-04,Real Estate,12.903225806451612,19.35483870967742,0.0,16.129032258064516
2025-04-04,Utilities,45.16129032258064,61.29032258064516,22.58064516129032,0.0
2025-04-11,Communication Services,17.391304347826086,43.47826086956522,0.0,0.0
2025-04-11,Consumer Discretionary,12.5,25.0,2.083333333333333,2.083333333333333
2025-04-11,Consumer Staples,58.333333333333336,41.66666666666667,0.0,0.0
2025-04-11,Energy,0.0,22.727272727272727,0.0,4.545454545454546
2025-04-11,Financials,18.421052631578945,34.21052631578947,0.0,0.0
2025-04-11,Health Care,20.0,23.333333333333332,0.0,3.3333333333333335
2025-04-11,Industrials,18.9873417721519,29.11392405063291,0.0,0.0
2025-04-11,Information Technology,2.898550724637681,15.942028985507244,0.0,1.4492753623188406
2025-04-11,Materials,3.8461538461538463,7.6923076923076925,0.0,0.0
2025-04-11,Real Estate,16.129032258064516,22.58064516129032,0.0,0.0
2025-04-11,Utilities,54.83870967741935,67.74193548387096,0.0,0.0
2025-04-17,Communication Services,26.08695652173913,52.17391304347826,0.0,0.0
2025-04-17,Consumer Discretionary,16.666666666666664,25.0,0.0,0.0
2025-04-17,Consumer Staples,61.111111111111114,55.55555555555556,2.7777777777777777,0.0
2025-04-17,Energy,18.181818181818183,31.818181818181817,0.0,0.0
2025-04-17,Financials,17.105263157894736,32.89473684210527,0.0,1.3157894736842104
2025-04-17,Health Care,21.666666666666668,23.333333333333332,0.0,1.6666666666666667
2025-04-17,Industrials,24.050632911392405,26.582278481012654,0.0,0.0
2025-04-17,Information Technology,4.3478260869565215,17.391304347826086,0.0,0.0
2025-04-17,Materials,11.538461538461538,15.384615384615385,0.0,0.0
2025-04-17,Real Estate,29.03225806451613,35.483870967741936,0.0,0.0
2025-04-17,Utilities,67.74193548387096,70.96774193548387,3.225806451612903,0.0
2025-04-25,Communication Services,39.130434782608695,56.52173913043478,8.695652173913043,0.0
2025-04-25,Consumer Discretionary,31.25,33.33333333333333,0.0,0.0
2025-04-25,Consumer Staples,55.55555555555556,41.66666666666667,0.0,5.555555555555555
2025-04-25,Energy,13.636363636363635,27.27272727272727,0.0,0.0
2025-04-25,Financials,19.736842105263158,38.15789473684211,0.0,0.0
2025-04-25,Health Care,23.333333333333332,30.0,0.0,1.6666666666666667
2025-04-25,Industrials,41.77215189873418,32.91139240506329,0.0,1.2658227848101267
2025-04-25,Information Technology,28.57142857142857,24.637681159420293,1.4492753623188406,0.0
2025-04-25,Materials,34.61538461538461,19.230769230769234,0.0,0.0
2025-04-25,Real Estate,32.25806451612903,35.483870967741936,0.0,0.0
2025-04-25,Utilities,67.74193548387096,70.96774193548387,3.225806451612903,0.0
2025-05-02,Communication Services,65.21739130434783,65.21739130434783,4.3478260869565215,0.0
2025-05-02,Consumer Discretionary,58.333333333333336,35.41666666666667,0.0,0.0
2025-05-02,Consumer Staples,47.22222222222222,41.66666666666667,0.0,0.0
2025-05-02,Energy,27.27272727272727,27.27272727272727,0.0,0.0
2025-05-02,Financials,64.47368421052632,50.0,5.263157894736842,1.3157894736842104
2025-05-02,Health Care,38.333333333333336,38.333333333333336,3.3333333333333335,5.0
2025-05-02,Industrials,60.75949367088608,41.77215189873418,3.79746835443038,0.0
2025-05-02,Information Technology,62.857142857142854,36.231884057971016,2.898550724637681,0.0
2025-05-02,Materials,61.53846153846154,38.46153846153847,0.0,0.0
2025-05-02,Real Estate,67.74193548387096,58.06451612903226,0.0,0.0
2025-05-02,Utilities,77.41935483870968,77.41935483870968,6.451612903225806,0.0
2025-05-09,Communication Services,60.86956521739131,69.56521739130434,0.0,0.0
2025-05-09,Consumer Discretionary,62.5,41.66666666666667,0.0,0.0
2025-05-09,Consumer Staples,41.66666666666667,30.555555555555557,2.7777777777777777,0.0
2025-05-09,Energy,22.727272727272727,22.727272727272727,0.0,0.0
2025-05-09,Financials,77.63157894736842,52.63157894736842,1.3157894736842104,0.0
2025-05-09,Health Care,41.66666666666667,35.0,1.6666666666666667,5.0
2025-05-09,Industrials,73.41772151898735,46.835443037974684,2.5316455696202533,0.0
2025-05-09,Information Technology,82.85714285714286,40.57971014492754,0.0,0.0
2025-05-09,Materials,50.0,38.46153846153847,7.6923076923076925,0.0
2025-05-09,Real Estate,64.51612903225806,38.70967741935484,0.0,0.0
2025-05-09,Utilities,70.96774193548387,80.64516129032258,0.0,0.0
2025-05-16,Communication Services,82.6086956521739,69.56521739130434,13.043478260869565,0.0
2025-05-16,Consumer Discretionary,95.83333333333334,66.66666666666666,8.333333333333332,0.0
2025-05-16,Consumer Staples,58.333333333333336,41.66666666666667,2.7777777777777777,0.0
2025-05-16,Energy,50.0,36.36363636363637,4.545454545454546,0.0
2025-05-16,Financials,86.8421052631579,75.0,7.894736842105263,0.0
2025-05-16,Health Care,56.666666666666664,38.333333333333336,5.0,0.0
2025-05-16,Industrials,96.20253164556962,67.08860759493672,10.126582278481013,0.0
2025-05-16,Information Technology,97.14285714285714,62.31884057971014,4.3478260869565215,0.0
2025-05-16,Materials,80.76923076923077,42.30769230769231,3.8461538461538463,0.0
2025-05-16,Real Estate,80.64516129032258,51.61290322580645,0.0,0.0
2025-05-16,Utilities,61.29032258064516,83.87096774193549,3.225806451612903,0.0
2025-05-23,Communication Services,73.91304347826086,69.56521739130434,0.0,0.0
2025-05-23,Consumer Discretionary,68.75,52.083333333333336,0.0,0.0
2025-05-23,Consumer Staples,50.0,36.11111111111111,2.7777777777777777,8.333333333333332
2025-05-23,Energy,31.818181818181817,27.27272727272727,0.0,0.0
2025-05-23,Financials,73.68421052631578,56.57894736842105,0.0,0.0
2025-05-23,Health Care,41.66666666666667,33.33333333333333,0.0,3.3333333333333335
2025-05-23,Industrials,81.0126582278481,50.63291139240506,2.5316455696202533,0.0
2025-05-23,Information Technology,85.71428571428571,50.72463768115942,2.898550724637681,0.0
2025-05-23,Materials,61.53846153846154,34.61538461538461,0.0,0.0
2025-05-23,Real Estate,25.806451612903224,19.35483870967742,0.0,3.225806451612903
2025-05-23,Utilities,48.38709677419355,80.64516129032258,0.0,0.0
2025-05-30,Communication Services,82.6086956521739,78.26086956521739,0.0,0.0
2025-05-30,Consumer Discretionary,75.0,58.333333333333336,8.333333333333332,0.0
2025-05-30,Consumer Staples,52.77777777777778,44.44444444444444,2.7777777777777777,0.0
2025-05-30,Energy,31.818181818181817,22.727272727272727,0.0,0.0
2025-05-30,Financials,84.21052631578947,65.78947368421053,3.9473684210526314,0.0
2025-05-30,Health Care,56.666666666666664,33.33333333333333,0.0,3.3333333333333335
2025-05-30,Industrials,87.34177215189874,55.69620253164557,6.329113924050633,0.0
2025-05-30,Information Technology,87.14285714285714,49.275362318840585,4.3478260869565215,0.0
2025-05-30,Materials,69.23076923076923,34.61538461538461,7.6923076923076925,0.0
2025-05-30,Real Estate,67.74193548387096,41.935483870967744,0.0,0.0
2025-05-30,Utilities,58.06451612903226,80.64516129032258,0.0,0.0
2025-06-06,Communication Services,91.30434782608695,82.6086956521739,0.0,0.0
2025-06-06,Consumer Discretionary,79.16666666666666,56.25,10.416666666666668,0.0
2025-06-06,Consumer Staples,36.11111111111111,33.33333333333333,0.0,0.0
2025-06-06,Energy,68.18181818181817,27.27272727272727,0.0,0.0
2025-06-06,Financials,85.52631578947368,65.78947368421053,5.263157894736842,0.0
2025-06-06,Health Care,66.66666666666666,38.333333333333336,0.0,0.0
2025-06-06,Industrials,92.40506329113924,56.9620253164557,12.658227848101266,0.0
2025-06-06,Information Technology,92.85714285714286,59.42028985507246,10.144927536231885,0.0
2025-06-06,Materials,84.61538461538461,38.46153846153847,3.8461538461538463,0.0
2025-06-06,Real Estate,58.06451612903226,35.483870967741936,0.0,0.0
2025-06-06,Utilities,29.03225806451613,77.41935483870968,0.0,0.0
2025-06-13,Communication Services,82.6086956521739,73.91304347826086,0.0,0.0
2025-06-13,Consumer Discretionary,70.83333333333334,50.0,0.0,0.0
2025-06-13,Consumer Staples,41.66666666666667,38.88888888888889,2.7777777777777777,11.11111111111111
2025-06-13,Energy,95.45454545454545,45.45454545454545,0.0,0.0
2025-06-13,Financials,75.0,52.63157894736842,0.0,0.0
2025-06-13,Health Care,71.66666666666667,40.0,6.666666666666667,0.0
2025-06-13,Industrials,89.87341772151899,58.22784810126582,1.2658227848101267,0.0
2025-06-13,Information Technology,84.28571428571429,52.17391304347826,1.4492753623188406,0.0
2025-06-13,Materials,76.92307692307693,38.46153846153847,11.538461538461538,0.0
2025-06-13,Real Estate,70.96774193548387,35.483870967741936,0.0,0.0
2025-06-13,Utilities,41.935483870967744,80.64516129032258,0.0,6.451612903225806
2025-06-20,Communication Services,86.95652173913044,69.56521739130434,8.695652173913043,0.0
2025-06-20,Consumer Discretionary,70.83333333333334,47.91666666666667,4.166666666666666,0.0
2025-06-20,Consumer Staples,44.44444444444444,47.22222222222222,0.0,8.333333333333332
2025-06-20,Energy,90.9090909090909,50.0,9.090909090909092,0.0
2025-06-20,Financials,72.36842105263158,56.57894736842105,3.9473684210526314,0.0
2025-06-20,Health Care,60.0,33.33333333333333,3.3333333333333335,0.0
2025-06-20,Industrials,74.68354430379746,54.43037974683544,0.0,0.0
2025-06-20,Information Technology,74.28571428571429,57.971014492753625,4.3478260869565215,1.4492753623188406
2025-06-20,Materials,53.84615384615385,30.76923076923077,3.8461538461538463,0.0
2025-06-20,Real Estate,77.41935483870968,35.483870967741936,0.0,0.0
2025-06-20,Utilities,29.03225806451613,70.96774193548387,0.0,0.0
2025-06-27,Communication Services,86.95652173913044,82.6086956521739,17.391304347826086,0.0
2025-06-27,Consumer Discretionary,79.16666666666666,56.25,8.333333333333332,0.0
2025-06-27,Consumer Staples,44.44444444444444,38.88888888888889,0.0,13.88888888888889
2025-06-27,Energy,81.81818181818183,31.818181818181817,4.545454545454546,0.0
2025-06-27,Financials,76.31578947368422,73.68421052631578,11.842105263157894,1.3157894736842104
2025-06-27,Health Care,70.0,38.333333333333336,5.0,0.0
2025-06-27,Industrials,83.54430379746836,62.0253164556962,12.658227848101266,0.0
2025-06-27,Information Technology,85.71428571428571,66.66666666666666,13.043478260869565,0.0
2025-06-27,Materials,80.76923076923077,46.15384615384615,0.0,0.0
2025-06-27,Real Estate,54.83870967741935,32.25806451612903,0.0,0.0
2025-06-27,Utilities,38.70967741935484,74.19354838709677,3.225806451612903,0.0
2025-07-03,Communication Services,100.0,86.95652173913044,4.3478260869565215,0.0
2025-07-03,Consumer Discretionary,85.41666666666666,70.83333333333334,6.25,0.0
2025-07-03,Consumer Staples,58.333333333333336,47.22222222222222,0.0,0.0
2025-07-03,Energy,81.81818181818183,45.45454545454545,0.0,0.0
2025-07-03,Financials,78.94736842105263,75.0,22.36842105263158,0.0
2025-07-03,Health Care,81.66666666666667,45.0,1.6666666666666667,3.3333333333333335
2025-07-03,Industrials,84.81012658227847,74.68354430379746,11.39240506329114,0.0
2025-07-03,Information Technology,90.0,76.81159420289855,20.28985507246377,0.0
2025-07-03,Materials,96.15384615384616,57.692307692307686,7.6923076923076925,0.0
2025-07-03,Real Estate,67.74193548387096,38.70967741935484,3.225806451612903,0.0
2025-07-03,Utilities,45.16129032258064,80.64516129032258,3.225806451612903,0.0
2025-07-11,Communication Services,73.91304347826086,82.6086956521739,0.0,0.0
2025-07-11,Consumer Discretionary,79.16666666666666,77.08333333333334,4.166666666666666,0.0
2025-07-11,Consumer Staples,38.88888888888889,41.66666666666667,2.7777777777777777,0.0
2025-07-11,Energy,77.27272727272727,50.0,0.0,0.0
2025-07-11,Financials,64.47368421052632,67.10526315789474,3.9473684210526314,0.0
2025-07-11,Health Care,65.0,45.0,0.0,5.0
2025-07-11,Industrials,81.0126582278481,78.48101265822784,3.79746835443038,0.0
2025-07-11,Information Technology,70.0,66.66666666666666,5.797101449275362,0.0
2025-07-11,Materials,96.15384615384616,61.53846153846154,0.0,0.0
2025-07-11,Real Estate,61.29032258064516,41.935483870967744,0.0,0.0
2025-07-11,Utilities,64.51612903225806,83.87096774193549,0.0,0.0
2025-07-18,Communication Services,60.86956521739131,78.26086956521739,0.0,0.0
2025-07-18,Consumer Discretionary,75.0,70.83333333333334,4.166666666666666,0.0
2025-07-18,Consumer Staples,41.66666666666667,38.88888888888889,2.7777777777777777,0.0
2025-07-18,Energy,72.72727272727273,36.36363636363637,0.0,0.0
2025-07-18,Financials,68.42105263157895,73.68421052631578,14.473684210526317,0.0
2025-07-18,Health Care,48.333333333333336,35.0,0.0,6.666666666666667
2025-07-18,Industrials,73.41772151898735,75.9493670886076,21.518987341772153,0.0
2025-07-18,Information Technology,80.0,69.56521739130434,11.594202898550725,0.0
2025-07-18,Materials,88.46153846153845,53.84615384615385,0.0,0.0
2025-07-18,Real Estate,64.51612903225806,38.70967741935484,3.225806451612903,0.0
2025-07-18,Utilities,83.87096774193549,90.32258064516128,3.225806451612903,0.0
2025-07-25,Communication Services,82.6086956521739,82.6086956521739,4.3478260869565215,4.3478260869565215
2025-07-25,Consumer Discretionary,87.5,72.91666666666666,10.416666666666668,2.083333333333333
2025-07-25,Consumer Staples,61.111111111111114,47.22222222222222,0.0,0.0
2025-07-25,Energy,63.63636363636363,40.909090909090914,0.0,0.0
2025-07-25,Financials,73.68421052631578,77.63157894736842,14.473684210526317,0.0
2025-07-25,Health Care,66.66666666666666,48.333333333333336,3.3333333333333335,5.0
2025-07-25,Industrials,78.48101265822784,79.74683544303798,18.9873417721519,0.0
2025-07-25,Information Technology,72.85714285714285,71.01449275362319,14.492753623188406,0.0
2025-07-25,Materials,84.61538461538461,76.92307692307693,3.8461538461538463,0.0
2025-07-25,Real Estate,70.96774193548387,54.83870967741935,6.451612903225806,0.0
2025-07-25,Utilities,90.32258064516128,93.54838709677419,3.225806451612903,0.0
2025-08-01,Communication Services,60.86956521739131,78.26086956521739,0.0,4.3478260869565215
2025-08-01,Consumer Discretionary,70.83333333333334,70.83333333333334,0.0,4.166666666666666
2025-08-01,Consumer Staples,41.66666666666667,36.11111111111111,2.7777777777777777,5.555555555555555
2025-08-01,Energy,36.36363636363637,36.36363636363637,0.0,0.0
2025-08-01,Financials,48.68421052631579,61.8421052631579,1.3157894736842104,3.9473684210526314
2025-08-01,Health Care,40.0,40.0,1.6666666666666667,10.0
2025-08-01,Industrials,56.9620253164557,63.29113924050633,1.2658227848101267,5.063291139240507
2025-08-01,Information Technology,52.85714285714286,62.31884057971014,0.0,4.3478260869565215
2025-08-01,Materials,26.923076923076923,42.30769230769231,0.0,3.8461538461538463
2025-08-01,Real Estate,25.806451612903224,32.25806451612903,0.0,0.0
2025-08-01,Utilities,93.54838709677419,90.32258064516128,29.03225806451613,0.0
2025-08-08,Communication Services,43.47826086956522,78.26086956521739,0.0,4.3478260869565215
2025-08-08,Consumer Discretionary,75.0,75.0,2.083333333333333,4.166666666666666
2025-08-08,Consumer Staples,66.66666666666666,50.0,11.11111111111111,2.7777777777777777
2025-08-08,Energy,27.27272727272727,36.36363636363637,0.0,0.0
2025-08-08,Financials,61.8421052631579,64.47368421052632,6.578947368421052,1.3157894736842104
2025-08-08,Health Care,48.333333333333336,43.333333333333336,3.3333333333333335,5.0
2025-08-08,Industrials,62.0253164556962,64.55696202531645,5.063291139240507,0.0
2025-08-08,Information Technology,57.14285714285714,65.21739130434783,5.797101449275362,5.797101449275362
2025-08-08,Materials,46.15384615384615,42.30769230769231,3.8461538461538463,11.538461538461538
2025-08-08,Real Estate,29.03225806451613,35.483870967741936,0.0,0.0
2025-08-08,Utilities,93.54838709677419,93.54838709677419,6.451612903225806,0.0
2025-08-15,Communication Services,78.26086956521739,82.6086956521739,21.73913043478261,0.0
2025-08-15,Consumer Discretionary,81.25,81.25,4.166666666666666,0.0
2025-08-15,Consumer Staples,61.111111111111114,50.0,0.0,0.0
2025-08-15,Energy,31.818181818181817,36.36363636363637,0.0,0.0
2025-08-15,Financials,65.78947368421053,69.73684210526315,3.9473684210526314,0.0
2025-08-15,Health Care,63.33333333333333,50.0,3.3333333333333335,0.0
2025-08-15,Industrials,54.43037974683544,67.08860759493672,1.2658227848101267,0.0
2025-08-15,Information Technology,55.714285714285715,66.66666666666666,0.0,0.0
2025-08-15,Materials,46.15384615384615,50.0,0.0,0.0
2025-08-15,Real Estate,25.806451612903224,32.25806451612903,0.0,0.0
2025-08-15,Utilities,93.54838709677419,93.54838709677419,0.0,0.0
