date,above_50sma,above_200sma,new_52w_high,new_52w_low,above_50sma_wow,above_200sma_wow,new_52w_high_wow,new_52w_low_wow
2024-01-05,,,,,,,,
2024-01-12,,,,,,,,
2024-01-19,,,,,,,,
2024-01-26,,,,,,,,
2024-02-02,,,,,,,,
2024-02-09,,,,,,,,
2024-02-16,,,,,,,,
2024-02-23,,,,,,,,
2024-03-01,,,,,,,,
2024-03-08,,,,,,,,
2024-03-15,73.34669338677354,,,,,,,
2024-03-22,78.3567134268537,,,,5.010020040080164,,,
2024-03-28,85.77154308617234,,,,7.414829659318642,,,
2024-04-05,74.34869739478958,,,,-11.422845691382761,,,
2024-04-12,47.09418837675351,,,,-27.254509018036075,,,
2024-04-19,37.07414829659319,,,,-10.02004008016032,,,
2024-04-26,47.69539078156313,,,,10.62124248496994,,,
2024-05-03,44.68937875751503,,,,-3.006012024048097,,,
2024-05-10,60.120240480961925,,,,15.430861723446895,,,
2024-05-17,65.93186372745491,,,,5.811623246492985,,,
2024-05-24,52.90581162324649,,,,-13.026052104208418,,,
2024-05-31,53.707414829659314,,,,0.8016032064128211,,,
2024-06-07,50.69860279441117,,,,-3.008812035248141,,,
2024-06-14,46.506986027944116,,,,-4.191616766467057,,,
2024-06-21,55.88822355289421,,,,9.381237524950095,,,
2024-06-28,49.700598802395206,,,,-6.187624750499005,,,
2024-07-05,46.506986027944116,,,,-3.19361277445109,,,
2024-07-12,71.05788423153693,,,,24.550898203592816,,,
2024-07-19,65.06986027944112,,,,-5.988023952095816,,,
2024-07-26,69.86027944111777,,,,4.7904191616766525,,,
2024-08-02,55.28942115768463,,,,-14.57085828343314,,,
2024-08-09,58.88223552894212,,,,3.5928143712574894,,,
2024-08-16,69.46107784431138,,,,10.578842315369258,,,
2024-08-23,79.84031936127745,,,,10.379241516966076,,,
2024-08-30,81.83632734530939,,,,1.9960079840319338,,,
2024-09-06,58.68263473053892,,,,-23.153692614770463,,,
2024-09-13,73.45309381237524,,,,14.770459081836322,,,
2024-09-20,79.64071856287424,,,,6.187624750498998,,,
2024-09-27,84.4311377245509,,,,4.7904191616766525,,,
2024-10-04,76.84630738522954,,,,-7.584830339321357,,,
2024-10-11,77.64471057884231,,,,0.7984031936127707,,,
2024-10-18,78.44311377245509,81.56312625250501,,,0.7984031936127849,,,
2024-10-25,58.28343313373253,74.34869739478958,,,-20.159680638722563,-7.214428857715433,,
2024-11-01,51.29740518962076,71.7434869739479,,,-6.986027944111768,-2.6052104208416864,,
2024-11-08,67.46506986027944,76.75350701402806,,,16.16766467065868,5.010020040080164,,
2024-11-15,57.684630738522955,70.74148296593187,,,-9.780439121756487,-6.012024048096194,,
2024-11-22,66.06786427145708,74.9498997995992,,,8.383233532934128,4.208416833667329,,
2024-11-29,73.05389221556887,78.3567134268537,,,6.9860279441117825,3.4068136272545075,,
2024-12-06,61.477045908183634,74.34869739478958,,,-11.576846307385232,-4.00801603206412,,
2024-12-13,50.49900199600798,69.53907815631263,,,-10.97804391217565,-4.809619238476955,,
2024-12-20,27.744510978043913,59.919839679358724,,,-22.75449101796407,-9.619238476953903,,
2024-12-27,28.542914171656687,60.72144288577155,,,0.7984031936127742,0.8016032064128282,,
2025-01-03,25.948103792415168,58.717434869739485,0.6012024048096193,2.2044088176352705,-2.594810379241519,-2.004008016032067,,
2025-01-10,17.964071856287426,53.6,1.6032064128256511,5.410821643286573,-7.984031936127742,-5.117434869739483,1.0020040080160317,3.2064128256513023
2025-01-17,42.91417165668663,62.6746506986028,5.210420841683367,0.0,24.9500998003992,9.074650698602795,3.6072144288577155,-5.410821643286573
2025-01-24,53.89221556886228,64.27145708582835,6.012024048096192,0.4008016032064128,10.97804391217565,1.5968063872255485,0.8016032064128256,0.4008016032064128
2025-01-31,52.49500998003992,64.67065868263472,6.4128256513026045,0.8016032064128256,-1.3972055888223593,0.39920159680637823,0.40080160320641234,0.4008016032064128
2025-02-07,52.29540918163673,61.876247504990026,8.41683366733467,3.2064128256513023,-0.19960079840318912,-2.7944111776446974,2.0040080160320652,2.4048096192384767
2025-02-14,56.4870259481038,62.07584830339321,8.41683366733467,1.2024048096192386,4.191616766467071,0.199600798403182,0.0,-2.0040080160320635
2025-02-21,53.69261477045908,60.87824351297405,3.807615230460922,1.2024048096192386,-2.7944111776447187,-1.197604790419156,-4.609218436873748,0.0
2025-02-28,54.890219560878236,60.87824351297405,7.615230460921844,2.2044088176352705,1.197604790419156,0.0,3.807615230460922,1.002004008016032
2025-03-07,46.30738522954092,54.29141716566866,1.8036072144288577,2.2044088176352705,-8.582834331337317,-6.58682634730539,-5.811623246492987,0.0
2025-03-14,32.734530938123754,41.51696606786427,0.4008016032064128,1.002004008016032,-13.572854291417165,-12.774451097804395,-1.402805611222445,-1.2024048096192386
2025-03-21,34.13173652694611,43.51297405189621,2.004008016032064,2.80561122244489,1.3972055888223593,1.996007984031941,1.6032064128256511,1.803607214428858
2025-03-28,34.5309381237525,42.71457085828344,2.7944111776447107,3.992015968063872,0.39920159680638534,-0.7984031936127707,0.7904031616126468,1.1864047456189821
2025-04-04,11.976047904191617,23.15369261477046,2.5948103792415167,27.54491017964072,-22.554890219560882,-19.560878243512978,-0.199600798403194,23.55289421157685
2025-04-11,19.36127744510978,29.141716566866265,0.19960079840319359,0.998003992015968,7.385229540918164,5.988023952095805,-2.395209580838323,-26.546906187624753
2025-04-17,24.151696606786427,31.936127744510976,0.39920159680638717,0.39920159680638717,4.790419161676645,2.7944111776447116,0.19960079840319359,-0.5988023952095809
2025-04-25,33.66533864541832,35.528942115768466,0.7984031936127743,0.7984031936127743,9.513642038631897,3.5928143712574894,0.39920159680638717,0.39920159680638717
2025-05-02,57.96812749003985,44.71057884231537,2.7944111776447107,0.7984031936127743,24.302788844621524,9.181636726546905,1.9960079840319365,0.0
2025-05-09,63.54581673306773,44.91017964071856,1.3972055888223553,0.5988023952095809,5.5776892430278835,0.19960079840318912,-1.3972055888223553,-0.19960079840319345
2025-05-16,80.87649402390437,59.88023952095808,6.187624750499002,0.0,17.33067729083664,14.970059880239518,4.790419161676647,-0.5988023952095809
2025-05-23,63.54581673306773,47.50499001996008,0.998003992015968,1.1976047904191618,-17.33067729083664,-12.375249500997995,-5.189620758483034,1.1976047904191618
2025-05-30,72.90836653386454,52.29540918163673,3.592814371257485,0.39920159680638717,9.362549800796806,4.790419161676645,2.594810379241517,-0.7984031936127747
2025-06-06,75.4980079681275,53.49301397205589,5.389221556886228,0.0,2.5896414342629583,1.1976047904191631,1.796407185628743,-0.39920159680638717
2025-06-13,74.5019920318725,51.29740518962076,1.996007984031936,1.1976047904191618,-0.9960159362549916,-2.19560878243513,-3.393213572854292,1.1976047904191618
2025-06-20,67.52988047808765,50.69860279441117,2.9940119760479043,0.7984031936127743,-6.972111553784856,-0.5988023952095887,0.9980039920159682,-0.39920159680638745
2025-06-27,73.30677290836654,57.08582834331337,8.183632734530939,1.1976047904191618,5.776892430278892,6.387225548902201,5.189620758483034,0.39920159680638745
2025-07-03,80.0796812749004,65.6686626746507,9.780439121756487,0.39920159680638717,6.772908366533855,8.582834331337331,1.5968063872255485,-0.7984031936127747
2025-07-11,69.9203187250996,64.47105788423154,2.5948103792415167,0.5988023952095809,-10.15936254980079,-1.1976047904191631,-7.18562874251497,0.19960079840319372
2025-07-18,68.72509960159363,62.4750499001996,8.183632734530939,0.7984031936127743,-1.1952191235059786,-1.996007984031941,5.588822355289421,0.19960079840319345
2025-07-25,75.2988047808765,69.061876247505,9.580838323353294,0.998003992015968,6.573705179282868,6.586826347305397,1.3972055888223558,0.19960079840319367
2025-08-01,51.39442231075697,57.08582834331337,2.5948103792415167,4.39121756487026,-23.904382470119522,-11.976047904191624,-6.986027944111777,3.3932135728542923
2025-08-08,57.96812749003985,60.27944111776448,4.590818363273453,2.9940119760479043,6.573705179282875,3.193612774451104,1.996007984031936,-1.3972055888223558
2025-08-15,60.756972111553786,63.47305389221557,2.5948103792415167,0.0,2.788844621513938,3.19361277445109,-1.996007984031936,-2.9940119760479043
2025-08-22,73.30677290836654,71.8562874251497,7.784431137724551,0.0,12.549800796812754,8.383233532934135,5.189620758483034,0.0
2025-08-29,65.93625498007968,68.6626746506986,4.590818363273453,0.0,-7.3705179282868585,-3.193612774451097,-3.1936127744510987,0.0
2025-09-05,60.756972111553786,68.26347305389223,8.183632734530939,0.998003992015968,-5.179282868525895,-0.39920159680637823,3.592814371257486,0.998003992015968
2025-09-12,62.35059760956175,67.06586826347305,5.588822355289421,0.5988023952095809,1.5936254980079667,-1.1976047904191773,-2.594810379241517,-0.3992015968063871
2025-09-19,58.76494023904383,64.27145708582835,7.18562874251497,2.19560878243513,-3.5856573705179215,-2.7944111776447045,1.5968063872255485,1.5968063872255491
2025-09-26,56.77290836653387,64.67065868263472,6.986027944111776,0.5988023952095809,-1.992031872509962,0.39920159680637823,-0.19960079840319356,-1.5968063872255491
2025-10-03,61.354581673306775,67.66467065868264,9.181636726546905,0.39920159680638717,4.581673306772906,2.994011976047915,2.195608782435129,-0.19960079840319372
2025-10-10,38.047808764940235,57.08582834331337,4.39121756487026,2.9940119760479043,-23.30677290836654,-10.578842315369265,-4.790419161676645,2.594810379241517
2025-10-17,45.21912350597609,61.477045908183634,1.996007984031936,0.998003992015968,7.171314741035857,4.39121756487026,-2.395209580838324,-1.9960079840319362
2025-10-24,53.18725099601593,65.06986027944112,7.18562874251497,0.5988023952095809,7.968127490039841,3.5928143712574823,5.189620758483034,-0.3992015968063871
2025-10-31,41.43426294820717,56.287425149700596,3.3932135728542914,6.187624750499002,-11.752988047808763,-8.78243512974052,-3.7924151696606785,5.588822355289421
2025-11-07,44.6215139442231,56.68662674650699,2.9940119760479043,2.7944111776447107,3.1872509960159334,0.39920159680639244,-0.3992015968063871,-3.3932135728542914
2025-11-14,43.82470119521912,58.68263473053892,2.9940119760479043,1.7964071856287425,-0.7968127490039834,1.9960079840319338,0.0,-0.9980039920159682
2025-11-21,41.63346613545817,56.287425149700596,3.792415169660679,1.3972055888223553,-2.191235059760949,-2.3952095808383262,0.7984031936127747,-0.3992015968063871
2025-11-28,60.756972111553786,62.15139442231076,4.590818363273453,0.0,19.123505976095615,5.863969272610163,0.7984031936127738,-1.3972055888223553
2025-12-05,55.57768924302788,63.147410358565736,7.584830339321358,0.998003992015968,-5.1792828685259025,0.9960159362549774,2.994011976047905,0.998003992015968
2025-12-12,59.76095617529881,63.94422310756972,7.984031936127744,0.998003992015968,4.183266932270925,0.7968127490039834,0.3992015968063862,0.0
2025-12-19,57.96812749003985,61.15537848605578,3.792415169660679,0.19960079840319359,-1.7928286852589608,-2.788844621513938,-4.191616766467066,-0.7984031936127745
2025-12-26,63.34661354581673,63.147410358565736,4.39121756487026,0.0,5.378486055776882,1.9920318725099548,0.5988023952095811,-0.19960079840319359
2026-01-02,59.9601593625498,60.756972111553786,2.19560878243513,1.7964071856287425,-3.3864541832669275,-2.39043824701195,-2.19560878243513,1.7964071856287425
2026-01-09,71.76938369781311,67.52988047808765,9.780439121756487,0.7984031936127743,11.809224335263309,6.772908366533862,7.584830339321357,-0.9980039920159681
2026-01-16,72.16699801192843,69.12350597609563,7.984031936127744,1.996007984031936,0.3976143141153159,1.593625498007981,-1.796407185628743,1.1976047904191618
2026-01-23,67.39562624254472,68.72509960159363,4.990019960079841,0.7984031936127743,-4.771371769383705,-0.39840637450200234,-2.9940119760479034,-1.1976047904191618
2026-01-30,66.79920477137176,67.13147410358566,3.992015968063872,1.5968063872255487,-0.5964214711729596,-1.5936254980079667,-0.9980039920159687,0.7984031936127743
2026-02-06,68.389662027833,68.52589641434263,19.760479041916167,2.5948103792415167,1.5904572564612351,1.3944223107569655,15.768463073852296,0.998003992015968
2026-02-13,62.82306163021869,66.73306772908366,7.569721115537849,1.1952191235059761,-5.566600397614309,-1.7928286852589679,-12.190757926378318,-1.3995912557355406
2026-02-20,65.8051689860835,66.93227091633466,7.171314741035857,1.1952191235059761,2.9821073558648123,0.19920318725100117,-0.3984063745019917,0.0
